movie_id,title,language,genre,release_year,decade,running_time_minutes,imdb_rating,rating_category,maturity_rating,plot,plot_word_count,is_rating_imputed,is_year_imputed
M07931,Nerajana,Telugu,Drama,2000,2000s,81,6.4,Good,NR,"Nerajana is a 2010 Indian Telugu movie, directed by A.T. Joy and produced by M. Mallikharjuna Rao. The film stars Shakeela, Sajani, Roshini and Lakshmi in lead roles. The music of the film was composed by Rajamani.",37,True,False
M07932,Rangeela,Hindi,Romance,1995,1990s,149,7.5,Excellent,NR,"Mili is a middle-class Indian, and like many would like to be rich and famous one day. She wants to be an Indian actress. She is friendly with another poor man named Munna, who she knows from her childhood. One day while she is singing and dancing on the beach, she is approached by a rich and famous movie actor, Raj, who wants her to act in his next movie. Raj has actually fallen in love wit ...",78,False,False
M07933,Aslee Punjab,Punjabi,Drama,2017,2010s,157,8.0,Excellent,All,The farmers of Punjab face problems due to the lack of agricultural facilities whereas the youth face their own personal issues when it comes to dealing with problems that come with growing up.,33,False,False
M07934,Ocean's Twelve,English,Action,2004,2000s,125,6.5,Good,13+,"From Academy Award-winning director Steven Soderbergh (""Traffic,"" ""Erin Brokckovich"") comes this follow-up to the $183 million blockbuster ""Ocean's Eleven!",19,False,False
M07935,Don't Breathe,Hindi,Thriller,2016,2010s,88,7.1,Good,18+,"A group of teens break into a blind man's home, thinking they'll get away with the perfect crime.",18,False,False
M07936,Satan in High Heels,English,Drama,2014,2010s,90,5.8,Average,18+,"Stacey Kane (Meg Myles) is the anti-hero of Satan in High Heels, a carnival stripper who goes on the lam and proceeds to bend the nightclub world to her devices in a series of intense power plays.",37,False,True
M07937,Bheegi Raat,Hindi,Action,2009,2000s,154,6.2,Good,All,"Bheegi Raat Is A Bollywood Hindi Romantic Drama, Directed And Produced By Kalidas, Starring Ashok Kumar And Meena Kumari In The Lead Roles. Ajay Backs Out Of A Marriage Proposal To Vinita Set By His Rich Father. While She Plots Revenge, Ajay Meets The Love Of His Life Neelima, Whom Another Man Desires.",53,False,True
M07938,Kolaiyuthir Kaalam,Tamil,Thriller,2019,2010s,108,2.7,Low,13+,"In Kolaiyuthir Kaalam, Shruthi Lawson (Nayanathara) a deaf and mute girl who becomes the heiress of a large property left behind by a couple and soon finds herself amidst mass murders in the mansion.",34,False,False
M07939,"Love, Scott",English,Drama,2020,2020s,76,6.6,Good,13+,"An incident on the night of October 2013 permanently altered Scott Jones' life. An alleged homophobic assailant stabbed Jones in the back leaving him paralyzed from the waist down. It took three years for him to accept his disability, drive his activism and find peace and forgiveness in his heart. Watch his soulful journey in this documentary.",57,False,False
M07940,Nishabda Viplavam,Telugu,Drama,2011,2010s,120,6.4,Good,NR,"Nishabda Viplavam is a 2011 Indian Telugu film, directed by T Krishna and Produced by Chinni Ramanandham. The film stars Surya Rao, Sunakshi and Posani Krishna Murali in lead roles. The music of the film was composed by Bhole Savali.",40,True,False
M07941,Mastizaade,Hindi,Romance,2016,2010s,106,2.4,Low,18+,Two womanizing bachelors fall in love with twin sisters who run a sex addiction clinic.,15,False,False
M07942,Kolkotha,Bengali,Romance,2019,2010s,3,6.8,Good,13+,"Sometimes the only good things you'll love will probably be your memories, This episode explores the memories of Nikhil and Swastika as Life takes a different TURN in their lives. Watch the video on Hoichoi!",35,True,False
M07943,Interstellar,English,Sci-Fi,2014,2010s,169,8.6,Excellent,13+,A team of explorers travel beyond this galaxy through a newly discovered wormhole to discover whether mankind has a future among the stars.,23,False,False
M07944,Socha Na Tha,Hindi,Drama,2005,2000s,137,7.4,Good,All,"Socha Na Tha Is An Romantic Hindi Movie, Directed By Imtiaz Ali And Produced By Dharmendra, Starring Abhay Deol and Ayesha Takia In The Lead Roles. Viren And Aditi Reject An Arranged Marriage With Each Other And Become Close Friends. However, They Develop Romantic Feelings For Each Other After Getting Engaged To Different People.",54,False,False
M07945,Aga Bai Arechha,Marathi,Drama,2004,2000s,149,7.3,Good,All,"Shriranga Deshmukh is frustrated with the women in his life. At a fair, he gets a gift from the higher powers, and from there on life changes as he can hear what women want!",34,False,False
M07946,Chaar,Bengali,Action,2014,2010s,91,7.0,Good,All,"This film is based on four short stories by different writers: ""Bateswarer Abodan"" by Parasuram, ""Porikkha"" by Sharadindu Bandyopadhyay, ""Kagtarua"" by Satyajit Ray and ""Dui Bondhu"" by Satyajit Ray",29,False,False
M07947,Prisoners,English,Thriller,2013,2010s,153,8.1,Excellent,18+,"Keller Dover faces a parent’s worst nightmare when his daughter Anna and her friend go missing. The only lead is a campervan that had been parked on their street. Detective Loki arrests the driver, but a lack of evidence forces Loki to release him. Dover decides to take matters into his own hands.",53,False,False
M07948,Aithe,Telugu,Action,2003,2000s,126,8.0,Excellent,All,"National award-winning film of 2003, Aithe is an intense thriller that deals with underworld criminal nexus & hijacking. Four young & intelligent men who are in dire need of money try to help a most wanted criminal, with a 50 lakhs rupees bounty on him, escape from Hyderabad to Kathmandu by hijacking a plane. How they manage to finish the mission forms the crux of the story.",67,False,False
M07949,The Shack,English,Drama,2017,2010s,132,6.3,Good,13+,"After a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. A mysterious letter urges him to an abandoned shack and encounters a trio of strangers led by a woman named Papa. Based on William Paul Young's novel.",45,False,False
M07950,IT Chapter Two,Hindi,Drama,2019,2010s,169,6.5,Good,18+,"Because every 27 years evil revisits the town of Derry, Maine, “IT Chapter Two” brings the characters back together as adults, nearly three decades after the events of the first film.",31,False,False
M07951,Nerve,English,Family,2016,2010s,96,6.5,Good,13+,"Partnered with a sly and charming competitor (Dave Franco), a high school senior (Emma Roberts) plays a popular online game of dare that starts to take a sinister turn.",29,False,False
M07952,Gabhricha Paus,Marathi,Action,2009,2000s,99,7.4,Good,All,"Few regions in the state of Maharashtra are famous for the farmer suicide rate they account for everyday. Kisna, a farmer like many others is trying as hard as he can to work, unaware that he is being watched as a possible candidate for next suicide. He proceeds doing only what he knows best, toil hard to get a crop & pray that the rains will be on his side at least this year.",74,False,False
M07953,Woh Jo Hasina,Hindi,Thriller,1983,1980s,121,4.6,Average,NR,"Radheshyam, a widower who lives with his daughter, is falsely accused of a murder. In order to escape the accusation, he gets separated from his daughter.",26,False,False
M07954,Baghtos Kay Mujra Kar,Marathi,Drama,2017,2010s,141,7.1,Good,7+,"Suryabhan Tanaji Deshmukh aka Nanasaheb is the current Sarpanch of Kharbujewaadi, with two cronies Pandurang Tukaram aka Panda and Shivram Abaji Vahadne aka Shiva. Nana, an ardent follower of Shivaji Maharaj wants to restore the decaying fort for the people to remember their legacy in all its glory.",48,False,False
M07955,Nati Binodini,Bengali,Drama,2017,2010s,148,7.6,Excellent,13+,A 90’s Bengali film theatre artiste meeting a woman of the streets who wants to be an actress. Will her dream come true?,23,False,False
M07956,Dharmputra,Hindi,Drama,2009,2000s,147,7.4,Good,All,"The story of two families, that of Nawab Badruddin and Gulshan Rai, living in an India under British rule, sharing life's ups and downs together almost as one family together.",30,False,True
M07957,"Big Mommas: Like Father, Like Son",English,Action,2011,2010s,107,6.4,Good,16+,FBI agent Malcolm Turner and his stepson Trent go undercover at an all-girls performing arts school after Trent witnesses a murder.,21,True,False
M07958,Tulsi (Hindi),Hindi,Drama,2008,2000s,134,6.0,Good,All,"A remake of the superhit Telugu movie Mathrudevobhava, Tulsi is about a couple, Tulsi (Manisha Koirala) and Suraj (Irrfan Khan,) who are parents to four kids. The life of this family is disrupted when Suraj is murdered. Another tragedy soon befalls them when Tulsi is diagnosed with blood cancer. Tulsi then makes it her mission to find good families willing to adopt her kids before she passes away.",68,False,False
M07959,Nee Nakkaga,Kannada,Drama,1985,1980s,142,7.1,Good,NR,"Nee Nakkaga is a 1985 Indian Kannada film, directed by G.S.Manju and produced by Mehboob Dilber. The film stars Arathi, Sunder Krishna Urs, Dinesh, Ragini Sri Gowri, Janakiram, Narayanmurthy and Viswanath in lead roles. Music of the film was composed by Upendra Kumar.",43,True,False
M07960,Sufna,Punjabi,Drama,2020,2020s,143,8.1,Excellent,13+,"Sufna, Dream, there is saying that, “dream is not, which you have while sleeping, dream is the one, which doesn’t let you sleep. This is story about that kind of dream. How a young man from very humble background achieve, what he aims for, and in this journey how a young girl from humble background only, become his back bone, become his strength and motivational source.",66,False,False
M07961,Baarish,Hindi,Romance,2009,2000s,110,8.6,Excellent,All,"Baarish Is A Crime Drama Hindi Movie, Directed By Shanker Mukherjee And Produced By K. H. Kapadia, Starring Dev Anand And Nutan In The Lead Roles. Mohan's Mother And His Sister, Chanda, Decide To Move To The City With Ramu, A Criminal. Circumstances Lead Ramu To Fall In Love With Chanda, Who Wants Him To Give Up His Life Of Crime.",61,False,True
M07962,Hitler's Last Secrets,English,Drama,2019,2010s,53,6.1,Good,13+,"Through vestiges of history, this film shows the final days of Adolf Hitler. Using documents that were unharmed in the fire ordered by the Führer himself as well as his mistress Eva Braun's letters, other telegrams and transcripts of important conversations, the movie reveals Hitler's thoughts and emotions he had when he was hiding in his bunker during his last days.",61,False,False
M07963,Tui Sudhu Aamar,Bengali,Romance,2018,2010s,140,6.8,Good,13+,"Piku and Priya are madly in love are struggling to make it big in their respective field , when opportunity strikes in the form of a big contract from Singha Roy Group of Industriues which requires  the couple to travel to London , however thing take a turn to worse when the owner of the company falls in love  with priya and starts wooing her",65,True,False
M07964,Thaai Manne Vanakkam,Tamil,Action,2010,2010s,132,6.4,Good,All,"Capt Rohit Kapoor (Sanjay Suri) is a young officer in the Indian Army. His father is an economics professor, Prof Suresh Kumar Kapoor (Om Puri). His mother Sarita Kapoor (Revathi). The film's storyline takes place between 1999 - 2002, starting with Captain Kapoor's death, while successfully defeating insurgents to capture Pt 4875 on the western side of Tiger Hill, Kargil.",60,True,False
M07965,Detective Dee: Mystery of the Phantom Flame,Tamil,Thriller,2011,2010s,116,6.6,Good,13+,"A bizarre murder mystery brings together the most powerful woman in China, the soon-to-be-Empress Wu and a formerly exiled Detective Dee at the infamous Imperial Palace. Hoping that he will solve the crime before her coronation Wu appoints Dee Chief of the Empire and implores him to combine his indisputable wisdom with his unparalleled martial arts skills to save the future of her dynasty.",64,False,False
M07966,Aadharstambh,Marathi,Action,2002,2000s,155,6.6,Good,All,"A few terrorists kidnap the son of a chief minister and hold him for ransom. When the authorities fail to take the matter seriously, a group of common men decides to save him.",33,True,False
M07967,Inru Poi Naalai Vaa,Tamil,Drama,1981,1980s,137,7.4,Good,NR,"Inru Poi Naalai Vaa is a 1981 Indian Tamil film, directed by K. Bhagyaraj. The film stars Bhagyaraj, Radhika and Pazhanisamy in lead roles. The film had musical score by Ilayaraja.",31,False,False
M07968,Pyar Koi Khel Nahin,Hindi,Romance,1999,1990s,150,3.3,Low,13+,"After his brother Sunil dies in an accident, Anand agrees to marry his widowed wife while being in love with her himself. However, things get complicated when he learns that Sunil is still alive.",34,False,False
M07969,Coming to America,English,Action,1988,1980s,116,7.0,Good,18+,"Join EDDIE MURPHY on an unforgettable comic quest to the New World. As an African Prince, it’s time for him to find a princess. The mission leads him and his most loyal friend (ARSENIO HALL) to New York. Watch Murphy and Hall in classic cameo roles!",46,False,False
M07970,Piya Re,Bengali,Romance,2018,2010s,139,4.5,Average,All,"Two lovers, Rabi and Riya, are separated from each other when an affluent man, Aditya, falls in love with Riya and offers to help her monetarily. With an ailing mother, Riya chooses to marry Aditya only to be able to treat her mother from her sickness, hurting herself and Rabi in the process. An unexpected turn on events lands Riya in an unprecedented situation.",64,False,False
M07971,Sandook,Marathi,Comedy,2015,2010s,137,6.2,Good,All,Protagonist Wamanrao Ashtaputre is a simple honest man who always dreams of getting rid of the British Raj. The film is filled with hilarious moments and one liners. Sandook is a complete family entertainer with a feel good factor throughout the story.,42,False,False
M07972,Parbo Na Aami Chartey Toke,Bengali,Romance,2017,2010s,126,6.8,Good,13+,A love-filled take on romance that embraces two young people despite the oddities. Will love overcome the obstacles?,18,True,False
M07973,Godzilla: King of The Monsters,Telugu,Action,2019,2010s,131,6.0,Good,16+,"Following the global success of Godzilla and Kong: Skull Island comes the next chapter in Warner Bros. Pictures' and Legendary Pictures' cinematic Monsterverse: Godzilla: King of the Monsters, an epic action adventure that pits Godzilla against some of the most popular monsters in pop culture history.",46,False,False
M07974,Har Mana Har,Bengali,Drama,1972,1970s,129,6.9,Good,NR,"Har Mana Har is a 1972 Indian Bengali film, directed by Salil Sen. The film stars Uttam Kumar, Suchitra Sen, Pahari Sanyal and Bikash Ray in lead roles. The film had musical score by Sudhin Dasgupta.",36,False,False
M07975,Chintakayala Ravi,Telugu,Action,2008,2000s,152,5.5,Average,All,"Chintakayala Ravi works as bar waiter in US. He bluffs his parents living in a village,that he is working as a Software Engineer. Ravi's mother fixes his match with landlords daughter Lavanya. Ravi gets into fight with a girl Sunitha from US, who happens to be Lavanya's friend. Eventually, he gets exposed in front of Lavanya. How Ravi deals & how things settle down is the rest of the story.",70,False,False
M07976,Yaaran Da Katchup,Punjabi,Drama,2014,2010s,153,6.4,Good,13+,"Three college friends, Hardy Gill, Arjun Singh and Fateh King, plan to catch up with each other. However, they soon find themselves in a messy situation.",26,False,False
M07977,Karaar,Marathi,Action,2017,2010s,117,5.7,Average,NR,"Sunil Mokashi, an insurance agent, turns into a businessman and doesn't plan on having a child for at least five years to set up his business. However, when his wife, Jayashree, becomes pregnant, he prefers abortion to change his plan. But the abortion ends up jeopardizing their future plans of becoming proud parents, which leaves them no option but to turn to surrogacy. Not wanting any comp ...",68,False,False
M07978,Zoolander 2,English,Action,2016,2010s,101,4.7,Average,13+,"When the world's most beautiful people are in danger, former models Derek and Hansel are recruited for a top secret mission to defeat the criminal mastermind Mugatu. Prepare for a dangerously sexy adventure where looks really can kill.",38,False,False
M07979,Lovemakers,English,Romance,2011,2010s,95,2.1,Low,13+,"A failing dating agency is bought by a mysterious businessman and three of its staff is given just one assignment: to make a young Hollywood movie star filming in Budapest, fall in love with the businessman's depressed, high-maintenance younger sister.",40,False,False
M07980,Arranged,English,Family,2007,2000s,92,7.3,Good,13+,"When Rochel and Nasira — an Orthodox Jew and a Muslim, respectively — meet as new teachers at a Brooklyn school, co-workers and students expect friction. But the women discover they have a shared expectation of entering into arranged marriages.",40,False,False
M07981,Jaanu,Telugu,Family,2020,2020s,150,6.9,Good,All,"Ram is a travel photographer and reminisces his school days. In 2004, while he was at high school, he develops feelings for Jaanu, a talented singer, and she reciprocates as well. After their board exams, Jaanu tells Ram not to forget her until they meet again after the holidays.A school reunion is arranged through their school WhatsApp group. Ram and Jaanu meet after 15 years.",65,False,False
M07982,Jurassic Park III,English,Drama,2001,2000s,92,5.9,Average,13+,Adventure runs wild when renowned paleontologist Dr. Alan Grant agrees to accompany a wealthy adventurer (William H. Macy) and his wife (Téa Leoni) on an aerial tour of Isla Sorna.,30,False,False
M07983,Naan Ayirathil Oruvan,Tamil,Drama,2009,2000s,143,6.4,Good,NR,"Naan Ayirathil Oruvan is a 2009 Indian Tamil film, directed by Sibi Malayil and produced by Siyad Koker. The film stars Kalabhavan Mani and Sujatha in lead roles. Music of the film was composed by Mohan Sithara.",37,True,False
M07984,The Lord of the Rings: The Return of the King,English,Action,2003,2000s,200,8.9,Excellent,13+,"In the conclusion of J.R.R. Tolkien's epic masterpiece, The Lord of the Rings, armies mass for a final battle that will decide the fate of the world -- and powerful.",30,False,False
M07985,The Mummy,English,Drama,1999,1990s,124,7.0,Good,18+,"Brendan Fraser and Rachel Weisz star in this nonstop action epic about the discovery of a long-lost treasure in the Egyptian desert that also unearths a 3,000-year-old legacy of terror!",30,False,False
M07986,SkyBound,Hindi,Drama,2017,2010s,81,4.7,Average,16+,"Five plan passengers are unable to land after a mysterious disaster happens on the ground, but they may be in worse danger than they thought when a stowaway is discovered on board carrying a dangerous secret.",36,False,False
M07987,Love Mocktail,Kannada,Romance,2020,2020s,144,8.3,Excellent,13+,Love Mocktail is a romantic and fun film about the protagonist Aadi's quest for love. Life takes him through a rollercoaster ride and goes through varied experience at several stages throughout his search for true love. Does Aadi finally find his soulmate?,42,False,False
M07988,First Steps At The Opera,English,Drama,2020,2020s,72,6.4,Good,13+,"Watch how budding singers, musicians, choreographers overcome the language barrier and their feelings of jealousy and insecurity as they learn to to refine their craft and create masterpieces at the Academy of the Paris Opera.",35,True,False
M07989,Gorintaku,Telugu,Drama,2008,2000s,151,5.1,Average,All,Ashok and Lakshmi share an ideal brother-sister relationship. They find their perfect matches and lead a happily married life until Ashok's wife's aunt comes into their life and creates mayhem.,30,False,False
M07990,Vilayattu Ponnu,Tamil,Drama,1997,1990s,75,6.4,Good,NR,Vilayattu Ponnu is a 1997 Tamil film directed by Gopi. The film stars Suresh Rai and Prasannakshi in the lead roles.,21,True,False
M07991,Agadbam,Marathi,Romance,2010,2010s,127,4.2,Average,All,"Raiba, the most eligible bachelor; is ready to tie the knot with any girl but his aspirations are very high. Raiba's father who is long dead, keep's making appearances to remind his wife about the promise he made his friend to marry Raiba with his daughter. What happens when he gets everything HUGE in life? The drama unfolds when Raiba's large dreams come true because of his father's promise.",69,False,False
M07992,Beverly Hills Cop III,English,Drama,1994,1990s,104,5.6,Average,18+,"Axel Foley journeys back to Beverly Hills for a real roller coaster thrill ride at the Wonderworld amusement park! Joined by old pals Billy Rosewood and Serge , Axel becomes the hottest new attraction as he chases down the bad guys on the rides.",44,False,False
M07993,Pakdam Pakdai: Attack On Tokyo,Hindi,Action,2020,2020s,77,6.2,Good,All,"With Samurai Gong planning an attack on Tokyo, it is up to Doggy Don and his elder brother Colonel to save the city! Tune in and find out how they accomplish their mission.",33,True,False
M07994,369,Malayalam,Drama,2018,2010s,114,5.9,Average,All,"When police couldn't tackle a mysterious incident involving his girlfriend, Sanjay takes the matter into his own hands.",18,False,False
M07995,Janamaithri,Malayalam,Comedy,2019,2010s,121,6.4,Good,All,Janamaithri is a comedy film that revolves around the local police's innovative attempt to lower the rate of whee hours road accidents by serving the sleep-prone  drivers with hot coffee/tea (oru chaayakkoru Jeevan padhathi). Things get out of control when the antagonist enters and hence starts the fun ride which has its own twists and turns.,56,False,False
M07996,Gravity,English,Action,2013,2010s,90,7.7,Excellent,13+,"Winner of 7 Academy Awards®, including Best Director! Astronauts Ryan Stone and Matt Kowalski are on a routine spacewalk when disaster strikes. Their shuttle is destroyed, leaving them alone in space - tethered to nothing but each other.",38,False,False
M07997,The Courier,English,Drama,2019,2010s,99,4.8,Average,18+,A courier in London discovers that one of the packages she's transporting is a bomb.,15,False,False
M07998,Bastir Meye Radha,Bengali,Romance,2017,2010s,180,6.8,Good,13+,A Bengali romantic drama about the love story of an educated man and his housemaid. Will they unite?,18,True,False
M07999,Charapakura Chedevu,Telugu,Action,2011,2010s,132,6.4,Good,NR,"Charapakura Chedevu is a 1955 Indian Telugu film, directed by K. Bhaskara Rao and produced by Bhaskar Productions. The film stars NT Rama Rao, Shavukaru Janaki, Amaranath, Relangi and R. Nageswara Rao in lead roles. The music of the film was composed by Ghantasala.",44,True,True
M08000,Jora Dighir Chowdhury Paribar,Bengali,Romance,2017,2010s,95,6.8,Good,NR,The Choudhurys were zamindars however many many years ago it was said that their main income used to be through robbery. The youngest zamindar and did not take much interest in his work. His grandfather decides to give his hand in marriage to a beautiful lady in the neighbourhood zamindar named Indrani. The young zamindar and Indrani had seen each other before and it was love at first sight. ...,70,True,True
M08001,Bethphage,English,Drama,2020,2020s,51,6.4,Good,13+,"Bethphage, where Jesus is believed to started his heroic entry into Jerusalem on Palm Sunday is situated between Bethany and the Mount of Olives in the holy city. The story goes that Jesus made a fig tree wither without fruit in Bethphage. The religious place has Bethphage Church which holds a stone believed to be used by Jesus to ride the donkey at the start of his march in Jerusalem.",70,True,False
M08002,Jiivi,Tamil,Romance,2019,2010s,113,7.8,Excellent,All,"After a jinxed romantic affair, a brilliant man with his friend plans to steal from his landlady. After pulling the theft successfully, he is shocked by strange coincidences of happenings in his family and the landlady. The Movie is based on the ""The concept of triangular theory"" (Fantasy), which is a very new concept to cinema industry.",57,False,False
M08003,Hands Of Stone,English,Drama,2016,2010s,106,6.6,Good,18+,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,15,False,False
M08004,Man of Steel (2013),Hindi,Drama,2013,2010s,142,7.0,Good,13+,"A young boy learns he has extraordinary powers and is not of this Earth. As a young man, when the world is threatened, he must emerge as a hero and the symbol of hope for all mankind.",37,False,False
M08005,Universal Soldier: Day of Reckoning,Hindi,Action,2012,2010s,105,5.0,Average,18+,"John awakens from a coma to discover his wife and daughter were slaughtered in a brutal home invasion. Haunted by images of the attack, he vows to kill the man responsible: The fight pits John against Andrew Scott and an army of genetically enhanced warriors; meanwhile, he must contend with a UniSol in relentless pursuit.",55,False,False
M08006,Apoorva Sagodharargal,Tamil,Action,1989,1980s,147,8.3,Excellent,NR,"Sethupathi (Kamal Haasan) is an honest and upright police officer. When he arrests four bigwigs, Dharmaraj (Nagesh), Francis Anbarasu (Delhi Ganesh), Nallasivam (Nassar) and Satyamoorthy (Jaishankar), they escape justice easily and return to take revenge. They kill him and poison his wife Kaveri (Srividya). She escapes and gives birth to twins with the help of another woman Muniyamma (Manora ...",60,False,False
M08007,Kaashmora,Tamil,Horror,2016,2010s,161,5.5,Average,13+,"A fake shaman and his family find themselves trapped in a dilapidated palace, which is under the control of an evil ghost.",22,False,False
M08008,Order Order Out Of Order,Gujarati,Action,2019,2010s,128,6.1,Good,13+,"A Gujarati Film where The film focuses on the story of two brothers Yash Thakar and Raj Thakar, who are fighting their inner demons. After training as lawyers, they decide to follow the path of truth and honesty. While doing so, they establish their own firm. One such case changes their lives and leaves them in turmoil.",57,False,False
M08009,Mannippu,Tamil,Romance,1969,1960s,134,6.4,Good,NR,"Advocate Kumar (A. V. M. Rajan) and his sister Bhama (Lakshmi) lose their mother and are brought up by their maternal aunt, who loves them as her own. Radha (Venniradai Nirmala) gives Bhama daily music lessons. Radha is in love with Gopi (Jaishankar), an artist. But her mother (C. K. Saraswathi) is against their relationship due to a family feud. Kumar invites Gopi to his house. Bhama impres ...",69,True,False
M08010,Survivor,English,Action,2015,2010s,96,5.6,Average,13+,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York City, but is forced to go on the run when she is framed for crimes she did not commit.",36,False,False
M08011,Anta Fazila,Hindi,Horror,2018,2010s,121,6.2,Good,NR,"This horror drama traces the tragic story of a young couple who fall in love but are threatened by the presence of a ghost in their lives. Will they be able to overcome this paranormal obstacle? Will their love win? The movie stars Bhavesh Koriya, Kavya Chauhan and Sajid Hussain in prominent roles.",53,True,False
M08012,Asol Nakol,Bengali,Romance,1998,1990s,139,6.8,Good,NR,"Kalidas is a simple happy go lucky villager. His elder brother usurps his property and sends him to Kolkata to find his match as he was destined to marry a rich lady. In their childhood, the lady’s father had decided that all his property would go to Kalidas post their marriage. He goes to Kolkata and finds out that the name of the lady was Aparajita. Aparajita and her uncle conspire against ...",73,False,False
M08013,Gangs of Wasseypur Part 2,Hindi,Thriller,2012,2010s,159,8.2,Excellent,18+,"Danish vows to avenge the death of his father, Sardar Khan. However, when Danish is murdered, his younger brother Faizal decides to restore the family's honour.",26,False,False
M08014,Chorabali,Bengali,Drama,2016,2010s,105,5.9,Average,13+,"When Pranabendra Dasgupta, a psychiatrist, is found dead during a party he is hosting, all his guests are under the cloud of suspicion. Each one tries to implicate the other and clear their name.",34,False,False
M08015,Tumhari Sulu,Hindi,Drama,2017,2010s,139,7.0,Good,All,"Vidya Balan (Sulochana a.k.a. Sulu) essays the role of a beautiful, enthusiastic and happy-go-lucky Mumbai housewife whose routine life changes when she unexpectedly lands herself with the exciting job of a night RJ (radio jockey) on a leading radio station.",40,False,False
M08016,Little Soldiers,Telugu,Action,1996,1990s,143,6.4,Good,All,"Little Soldiers movie revolves around two kids, Bunny (Kavya) and Sunny (Aditya). While Bunny is the younger one and naughty, Sunny is the elder brother. Things take a different turn for them when they are orphaned in an accident and are forced to live with their new guardian, the strict disciplinarian army man - their grandfather (Kota Srinivasa Rao).",59,True,False
M08017,Jaggubhai,Telugu,Drama,2006,2000s,112,3.8,Low,NR,"Jaggubhai is a 2006 Indian Telugu film, directed by Vinod Vijayan and Produced by Maganti S V S Raja and Sagiraju Srinivasa. The film stars Sujitha and Arun in lead roles. The music of the film was composed by Sabish George.",41,False,False
M08018,Krazzy Tabbar,Punjabi,Romance,2017,2010s,118,5.5,Average,All,"A sikh family boy fell in love with a well educated girl from a rich Hindu Family, who study together in College. They manage to convince their parents to meet and talk about their wedding. Every time girl family almost agrees to the wedding, the boy family unknowingly ruins the situation in a hilarious way. Due to such differences the girl's family refuses to tie the knot.",67,False,False
M08019,Obvious Child,English,Drama,2014,2010s,84,6.8,Good,18+,A twenty-something comedienne's unplanned pregnancy forces her to confront the realities of independent womanhood for the first time.,18,False,False
M08020,Bade Dil Wala,Hindi,Drama,1983,1980s,127,6.3,Good,All,"Amrit's generosity and kindness initially lands him in the bad books of a dancer, then in prison, and then as false son-in-law of a very wealthy man.",27,False,False
M08021,Return of Bhoot Unkle,Hindi,Horror,2008,2000s,90,4.9,Average,All,"""Three friends set out to find the dreaded Ghost of Captain LeRouge whose treasure laden ship was lost in the Louisiana bay over two hundred years ago. What they find is an adventure beyond their wildest imagination and the magical swamp creature 'Labou' who helps them in the race to stay one step ahead of two crazy villains and their team of goons who are also searching for the lost treasure.",71,False,False
M08022,Debug,English,Action,2018,2010s,85,4.3,Average,18+,"Six young computer hackers, sent to work on a derelict spaceship, are forced to match wits with a vengeful artifical intelligence that would kill to be human.",27,False,False
M08023,Tango Charlie,Hindi,Action,2005,2000s,140,6.0,Good,13+,"War breaks out between India and Pakistan and riots ravage North India. Tarun (Bobby Deol) and his battalion are asked to go to Kargil, where he faces a challenge that will decide his fate.",34,False,False
M08024,Bandish,Hindi,Action,1980,1980s,152,6.0,Good,All,"A man's life,  comes to a standstill when his lover is murdered. Years later, he meets his lover's lookalike and finds himself drawn towards her. But does fate have positive results for him?",33,False,False
M08025,The Ghazi Attack (Hindi),Hindi,Action,2017,2010s,122,7.6,Excellent,13+,"Inspired by true events, The Ghazi Attack is India's first underwater war film. The story revolves around the events that unfolded right before the Indo-Pakistan war of 1971, when the Pakistani Submarine Ghazi (Asia's most powerful fast-attack submarine at the time) attempted to destroy the Indian aircraft carrier Vikrant.",49,False,False
M08026,Balloons Of Desire,Hindi,Drama,2017,2010s,21,6.2,Good,All,"A young kid Munna wants to buy a balloon. But everytime he asks his mother for one, she refuses. Tired of imploring her, he decides to get one himself.",29,True,False
M08027,Shahar Thekey Durey,Bengali,Romance,1979,1970s,134,6.8,Good,NR,"It is a simple story of Ratan, a local village hero, a simple easy going fellow. His mother coaxes him to remarry as he and his wife had no children. She intends to bring a lady called Jaya home.The local President of the village Union Board Natabar Chatterjee himself was a social evil who did no good for the society whatsoever. Ratan’s mother plans everything to the detail however Ratan’s w ...",72,True,False
M08028,Surer Akashe,Bengali,Romance,1988,1980s,132,6.8,Good,NR,"Surer Akashe is a family drama that is based on a complicated love story. It tells the story of two friends, one of whom is our protagonist and who loses his eyesight in an accident. In order to not punish his love, he decides to lie to his love and makes her leave him on purpose. In a tragic turn of events, it happens so that the best friend is to marry the hero’s love. Dealing with a lot o ...",81,True,False
M08029,Biloya - Not A Traditional War,Bengali,Drama,2019,2010s,29,6.8,Good,13+,This tale about Bohurupee artistes captures the deep hypocrisy of the society when it comes to women.,17,True,False
M08030,Suryakantham,Telugu,Romance,2019,2010s,120,5.6,Average,All,"Abhi (Rahul Vijay) who is about to get engaged to Pooja (Perlene Bhesania) reveals his past about his eccentric ex-girlfriend Suryakantham (Niharika Konidela) who suffers from commitment phobia and runs away just before the wedding. As Abhi and Perlene get ready for their engagement, Suryakantham re-appears and turns everything upside down.",51,False,False
